tag,user_application_count,tagged_movie_count,user_tag_user_count,genome_tag_id,matched_movie_count,mean_genome_relevance
09/09,11,11,1,,,
1305,11,11,1,,,
abstract,11,4,11,,,
adrienne shelly,11,4,7,,,
african american,11,10,7,,,
alan alda,11,5,11,,,
alan j. pakula,11,8,4,,,
alcoholic,11,2,11,,,
alec guiness,11,5,8,,,
alejandro gonzález iñárritu,11,6,6,,,
alexis bledel,11,6,6,,,
alfred p. sloan feature film prize,11,11,1,,,
amanda bynes,11,5,7,,,
anarchism,11,9,9,,,
ancient greece,11,5,9,,,
apu trilogy,11,3,7,,,
arctic,11,8,7,,,
arthur hiller,11,11,1,,,
atomic bomb,11,7,8,,,
austin,11,8,9,,,
author:dr. seuss,11,7,4,,,
author:richard matheson,11,9,4,,,
author:robert louis stevenson,11,9,2,,,
awkward romance,11,7,9,,,
ayn rand,11,5,6,,,
bad jokes,11,6,11,,,
bane's voice,11,1,11,,,
bank,11,6,10,,,
based on a computer game,11,2,10,,,
beautiful color,11,4,7,,,
beautiful photography,11,7,10,,,
beethoven,11,4,10,,,
better than the book,11,8,9,,,
biased,11,9,10,,,
bill maher,11,1,11,,,
book adaptation,11,11,7,,,
book is better,11,5,10,,,
brett ratner,11,8,4,,,
brotherhood,11,10,6,,,
butler,11,6,9,,,
captain,11,8,5,,,
castle,11,7,10,,,
characterization,11,8,10,,,
chris pratt,11,4,10,,,
christmas movie,11,5,11,,,
cinderella,11,4,10,,,
clockwork devices,11,5,6,,,
comic strip,11,9,3,,,
cormac mccarthy,11,5,6,,,
corrupt cops,11,7,7,,,
could have been better,11,9,8,,,
crusades,11,4,9,,,
cryogenics,11,4,8,,,
cult movie,11,9,8,,,
cult of persona,11,3,10,,,
damsel in distress,11,5,11,,,
dark side of india,11,2,10,,,
david carradine,11,6,8,,,
david gordon green,11,8,4,,,
david tennant,11,5,10,,,
deforest kelley,11,6,5,,,
delmer daves,11,11,1,,,
denis villeneuve,11,5,7,,,
denmark,11,10,8,,,
dennis dugan,11,9,2,,,
desert island flicks,11,9,4,,,
deus ex machina,11,8,8,,,
devil worship,11,7,5,,,
director's cut,11,8,7,,,
disappointing ending,11,9,10,,,
disturbing in a bad way,11,7,11,,,
dominic cooper,11,6,7,,,
dostoyevsky,11,8,7,,,
duncan jones,11,2,10,,,
eddie izzard,11,9,7,,,
emeric pressburger,11,10,2,,,
entertaining for the wrong reasons,11,3,10,,,
epilepsy,11,6,10,,,
eugene levy,11,7,10,,,
eugenics,11,4,10,,,
execution,11,10,8,,,
falsely accused,11,7,9,,,
fast food,11,6,11,,,
femme fatale,11,6,11,,,
fencing,11,5,8,,,
final fantasy,11,1,11,,,
forgiveness,11,11,11,,,
fred willard,11,5,9,,,
fusion 3-d,11,10,2,,,
ghibli,11,4,11,,,
good performance,11,3,10,,,
google video,11,10,2,,,
gratuitous,11,7,7,,,
great cast excellent,11,7,7,,,
great ensemble cast,11,5,8,,,
great humor,11,2,11,,,
great plot,11,4,11,,,
great premise,11,3,11,,,
groundbreaking,11,7,9,,,
handheld cameras,11,7,11,,,
haneke,11,5,6,,,
holes90s,11,11,1,,,
hurried ending,11,3,11,,,
ice,11,6,9,,,
idi amin,11,2,10,,,
imperialism,11,10,10,,,
inane,11,10,7,,,
influential,11,9,8,,,
insurance,11,7,9,,,
j.m. barrie,11,6,5,,,
jacques tourneur,11,9,4,,,
jamaica,11,6,6,,,
james whale,11,8,4,,,
jane campion,11,6,4,,,
jennifer love hewitt,11,5,9,,,
jodorowsky,11,4,7,,,
john cromwell,11,11,1,,,
john steinbeck,11,7,5,,,
joker,11,5,10,,,
josh lucas,11,6,8,,,
judd apatow movie,11,6,4,,,
jules dassin,11,9,3,,,
juvenile deliquent,11,9,8,,,
kids fun,11,4,10,,,
labor unions,11,7,5,,,
leadership,11,8,10,,,
lee pace,11,6,7,,,
let down,11,8,8,,,
liev schreiber,11,8,10,,,
life reflection,11,4,11,,,
lisa kudrow,11,6,10,,,
little red riding hood,11,4,10,,,
living a fictional life,11,10,2,,,
living dead,11,6,9,,,
lloyd bacon,11,11,1,,,
magical,11,8,9,,,
male-female relationship,11,9,4,,,
manga,11,7,10,,,
martyrdom,11,6,10,,,
mary mcdonnell,11,7,6,,,
masculinity,11,6,9,,,
meaningless,11,8,11,,,
members of the press,11,9,4,,,
messy,11,5,10,,,
metaphor,11,8,9,,,
michelangelo antonioni,11,8,4,,,
michigan,11,7,6,,,
military industrial complex,11,5,7,,,
mind control,11,10,7,,,
minions,11,3,10,,,
mirrors,11,8,7,,,
mobster,11,9,9,,,
modern classic,11,10,5,,,
monotonous,11,5,11,,,
montypython,11,3,10,,,
morgan spurlock,11,3,8,,,
movie theatre,11,11,2,,,
musician's life,11,10,4,,,
my favourite,11,6,7,,,
mysticism,11,8,9,,,
narnia,11,3,7,,,
nascar,11,3,10,,,
natalie wood,11,5,4,,,
natives,11,6,10,,,
nerd,11,6,10,,,
nick and nora charles,11,6,5,,,
no marriage at the end,11,1,11,,,
nora ephron,11,7,6,,,
norman z. mcleod,11,11,1,,,
norse,11,2,10,,,
not as good as the book,11,10,4,,,
not faithful to the book,11,4,10,,,
obvious plot,11,2,11,,,
original story,11,4,8,,,
oscar 2013,11,9,3,,,
oscar nominee: costume design,11,9,2,,,
oscar nominee: music - original score,11,10,2,,,
oscar nominee: original screenplay,11,10,2,,,
painful,11,7,10,,,
panic,11,3,11,,,
passion,11,9,10,,,
paul greengrass,11,6,6,,,
pg-13:language,11,11,1,,,
philip glass,11,4,10,,,
phillip noyce,11,10,3,,,
poor script,11,7,10,,,
porn industry,11,8,9,,,
positive,11,9,9,,,
prehistoric,11,8,4,,,
profound,11,10,7,,,
protagonist is writer,11,9,3,,,
psychopath,11,8,9,,,
pua,11,11,3,,,
qube,11,11,1,,,
queen,11,7,8,,,
radio dj,11,7,7,,,
real estate,11,7,8,,,
real-time,11,5,8,,,
rebecca hall,11,7,11,,,
record store,11,2,11,,,
reporter,11,9,9,,,
repression,11,7,9,,,
ridiculous end,11,3,11,,,
role reversal,11,4,11,,,
roy del ruth,11,11,1,,,
ruined the franchise,11,8,5,,,
rupert everett,11,8,8,,,
rushed,11,6,9,,,
ryan philippe,11,2,11,,,
saturn award (best fantasy film),11,9,3,,,
second chance,11,6,11,,,
self-esteem,11,7,10,,,
serial,11,11,1,,,
setting,11,10,10,,,
sexual inuendo,11,9,3,,,
sexual references,11,10,5,,,
shane carruth,11,2,9,,,
sheriff,11,9,7,,,
sissy spacek,11,7,10,,,
slash,11,10,2,,,
snl alums,11,8,5,,,
society,11,10,9,,,
soldier,11,9,7,,,
some funny parts,11,7,8,,,
sophomoric,11,8,11,,,
sounds,11,1,11,,,
statue,11,11,2,,,
stephen hawking,11,4,11,,,
stephen rea,11,5,11,,,
stephen sondheim,11,7,6,,,
steroids,11,2,10,,,
strong director,11,11,2,,,
stupid but funny,11,7,9,,,
stupid main character,11,8,8,,,
summery,11,10,4,,,
takeshi kaneshiro,11,7,5,,,
teen relationships,11,3,11,,,
terrible plot,11,4,9,,,
terry jones,11,4,5,,,
the fall of the berlin wall,11,2,9,,,
three colors trilogy,11,3,6,,,
tibet,11,4,9,,,
time paradox,11,8,8,,,
to see: superhero,11,11,1,,,
to see: zombie,11,11,1,,,
tony richardson,11,11,1,,,
too much action,11,6,9,,,
true to life,11,6,10,,,
tspdt top 1000,11,11,1,,,
u-boat,11,3,9,,,
uganda,11,2,10,,,
uma thruman,11,3,6,,,
unbearable,11,7,10,,,
uneven,11,8,8,,,
unexpected,11,11,10,,,
unicorns,11,3,10,,,
unlikely heroes,11,6,7,,,
van helsing,11,10,2,,,
vangelis,11,4,10,,,
vengeful spirit,11,11,1,,,
villain,11,8,11,,,
vincenzo natali,11,6,8,,,
violence pornography,11,5,8,,,
walter lang,11,11,1,,,
waste of celluloid,11,6,7,,,
what is happiness?,11,10,3,,,
whit stillman,11,5,4,,,
william faulkner,11,10,2,,,
writing process,11,6,7,,,
young love,11,10,8,,,
zach galifinakis,11,2,11,,,
unusual plot structure,10,1,10,1064,1.0,0.7762500000000001
04/09,10,10,1,,,
2d/3d hybrid animation,10,2,8,,,
absent fathers,10,8,5,,,
absurdism,10,4,10,,,
accents,10,10,8,,,
adam brody,10,5,9,,,
adam mckay,10,5,6,,,
adult,10,9,6,,,
afi100,10,10,1,,,
aleksey balabanov,10,7,3,,,
alex proyas,10,4,7,,,
americana,10,7,9,,,
amputee,10,8,5,,,
andie macdowell,10,7,8,,,
androgyny,10,7,5,,,
andy wachowski,10,5,5,,,
anne bancroft,10,5,9,,,
anne heche,10,8,9,,,
anomie,10,7,5,,,
anxiety,10,5,8,,,
apatow productions,10,2,9,,,
archie mayo,10,10,1,,,
aristocracy,10,7,5,,,
atonement,10,4,9,,,
attachment,10,9,2,,,
author:rudyard kipling,10,7,3,,,
bad writing,10,6,10,,,
biological warfare,10,2,10,,,
birthday,10,10,4,,,
bkk,10,10,1,,,
blackjack,10,2,10,,,
bonnie hunt,10,9,5,,,
brad anderson,10,5,6,,,
brit marling,10,2,9,,,
bullet ballet,10,2,9,,,
bus,10,8,6,,,
cabin,10,8,7,,,
calm,10,5,9,,,
central intelligence agency,10,2,10,,,
character:jason vorhees,10,10,1,,,
charles bukowski,10,4,8,,,
cher,10,5,8,,,
chia-liang liu,10,9,2,,,
chile,10,6,8,,,
chris sarandon,10,4,7,,,
civilians at war,10,8,3,,,
class conflict,10,5,7,,,
claude rains,10,6,6,,,
cliche ending,10,4,8,,,
clyde geronimi,10,9,2,,,
code breaking,10,2,10,,,
colin hanks,10,6,7,,,
colours,10,5,10,,,
comic sidekick,10,3,9,,,
community,10,9,9,,,
concentration camp,10,7,7,,,
contamination,10,2,9,,,
cool but freaky,10,9,4,,,
cool dialogues,10,3,10,,,
corporate culture,10,5,8,,,
cosmetic surgery,10,3,10,,,
craig robinson,10,9,3,,,
crappy,10,9,5,,,
creepy singing,10,6,7,,,
cross-dressing women,10,7,4,,,
cuban missile crisis,10,3,10,,,
curtis hanson,10,7,5,,,
cute boys,10,8,4,,,
dance movie,10,6,8,,,
daniel auteuil,10,9,5,,,
daniel stern,10,7,8,,,
danny elfman score,10,3,8,,,
darth vader,10,3,7,,,
david thewlis,10,9,7,,,
deja vu,10,2,10,,,
deniro,10,6,8,,,
depressing without being uplifting,10,5,9,,,
desire,10,10,2,,,
dickens,10,6,5,,,
documentary style,10,6,10,,,
don't want to see,10,10,2,,,
douglas adams,10,2,9,,,
douglas sirk,10,6,5,,,
dry,10,8,8,,,
duel,10,6,7,,,
dumb science,10,1,10,,,
ed norton,10,4,8,,,
english literature,10,1,10,,,
enjoyed despite myself,10,8,3,,,
eric idle,10,6,8,,,
ettore scola,10,10,1,,,
evil children,10,4,6,,,
excellent fxs,10,4,7,,,
explicit sex,10,4,10,,,
ezra miller,10,6,6,,,
f,10,10,2,,,
f. murray abraham,10,7,6,,,
f. scott fitzgerald,10,6,5,,,
f.w. murnau,10,5,5,,,
fable,10,6,10,,,
faltering friendships,10,9,2,,,
favelas,10,2,10,,,
fernando meirelles,10,3,9,,,
fiction,10,9,7,,,
fight choreography,10,6,7,,,
fortune-telling,10,7,4,,,
fred macmurray,10,6,7,,,
freddie prinze jr.,10,5,10,,,
gay cowboy,10,3,10,,,
gay interest,10,8,5,,,
gay sex,10,5,9,,,
gene tierney,10,6,6,,,
george roy hill,10,10,1,,,
giuseppe tornatore,10,8,4,,,
good and evil,10,4,10,,,
good idea,10,8,8,,,
graham greene,10,5,8,,,
guillaume canet,10,4,9,,,
hallmark channel production,10,9,3,,,
hepburn and tracy,10,5,4,,,
heroes,10,6,10,,,
high squirm factor,10,1,10,,,
hilarious!,10,7,10,,,
hiroyuki sanada,10,6,5,,,
homer,10,3,8,,,
horrible acting,10,8,10,,,
i wanted to hug this movie,10,3,10,,,
ice skating,10,3,9,,,
improvised,10,4,10,,,
independence,10,7,10,,,
industrial progress,10,4,10,,,
innovation,10,4,10,,,
intriguing,10,8,9,,,
inventive,10,8,9,,,
istanbul,10,7,7,,,
jan de bont,10,5,3,,,
january jones,10,3,10,,,
jean-paul belmondo,10,4,9,,,
jerry lewis,10,6,6,,,
john rhys-davies,10,7,4,,,
jon lovitz,10,8,8,,,
joão césar monteiro,10,10,1,,,
julie christie,10,5,8,,,
just not good,10,2,9,,,
karate,10,7,7,,,
katherine isabelle,10,3,6,,,
kelly macdonald,10,5,9,,,
keri russell,10,5,10,,,
lack of development,10,3,10,,,
large family,10,3,9,,,
lawyer as protagonist,10,5,6,,,
leo mccarey,10,9,2,,,
lesbian sex scene,10,6,8,,,
lewis gilbert,10,10,1,,,
life in general,10,8,6,,,
likeable,10,3,9,,,
live action/animation,10,3,8,,,
lobbyism,10,3,8,,,
lon chaney jr.,10,7,4,,,
lone wolf and cub series,10,6,3,,,
looks interesting -- plot,10,8,3,,,
lowest common denominator,10,7,4,,,
luis buã±uel,10,5,10,,,
lying,10,7,7,,,
madeleine stowe,10,6,9,,,
magazines,10,4,8,,,
manchester,10,2,10,,,
marc forster,10,8,3,,,
mark waters,10,7,4,,,
marketing,10,4,10,,,
matt stone,10,5,6,,,
meandering,10,8,9,,,
meaningful,10,9,8,,,
mediocre,10,10,9,,,
michael gambon,10,5,8,,,
michael jai white,10,3,8,,,
michael ritchie,10,10,1,,,
michael sheen,10,6,8,,,
michael york,10,5,6,,,
mimics documentary-style,10,2,10,,,
miscarriage of justice,10,6,5,,,
mistaken identities,10,7,6,,,
monster hunter,10,10,1,,,
monster:giant gorilla,10,10,1,,,
mossad,10,4,9,,,
mother son relationship,10,5,10,,,
motherhood,10,7,6,,,
movies about movies,10,8,5,,,
mute,10,9,7,,,
my computer,10,10,1,,,
nagisa ôshima,10,10,1,,,
neo-realism,10,4,10,,,
nicholas hoult,10,4,8,,,
nick and nora charles (series),10,6,2,,,
nixon,10,3,10,,,
no depth,10,5,10,,,
no narrative,10,2,10,,,
noah wyle,10,5,5,,,
not a comedy,10,6,7,,,
not a documentary,10,9,2,,,
nuclear weapons,10,6,10,,,
okay once,10,9,3,,,
oliver reed,10,7,9,,,
olivia thirlby,10,4,8,,,
omar sharif,10,6,10,,,
one liners,10,5,10,,,
oop,10,10,1,,,
orcs,10,5,9,,,
oscar nominee: lead actor,10,8,4,,,
oscar nominee: sound effects editing,10,10,1,,,
overpopulation,10,5,8,,,
pakistan,10,7,6,,,
parrots,10,4,7,,,
pauly shore,10,5,8,,,
pbs,10,8,4,,,
personal,10,8,8,,,
peter boyle,10,6,9,,,
philip marlowe,10,6,5,,,
phone,10,8,4,,,
plot hole,10,4,10,,,
plot makes no sense,10,4,10,,,
polish movie,10,7,6,,,
political unrest,10,9,4,,,
polygamy,10,6,9,,,
poor character development,10,6,9,,,
popularity,10,4,10,,,
postwar,10,8,4,,,
prison break,10,5,8,,,
protagonist is an idiot,10,6,5,,,
protagonist is journalist,10,5,6,,,
pseudo-philosophical,10,6,6,,,
psychic,10,7,8,,,
quirky humor,10,5,10,,,
ralph macchio,10,5,6,,,
randy quaid,10,4,7,,,
rate up,10,9,2,,,
rationality,10,3,10,,,
raw,10,8,10,,,
real time,10,5,8,,,
refugee,10,8,4,,,
related:007 (series),10,9,2,,,
rené clair,10,10,1,,,
repressed sexuality,10,2,9,,,
revisionist western,10,7,8,,,
richard curtis,10,4,8,,,
richard lester,10,8,2,,,
richard nixon,10,6,6,,,
richard pryor,10,8,9,,,
rise and fall stories,10,7,5,,,
rita hayworth,10,4,10,,,
robert carlyle,10,8,7,,,
robert siodmak,10,10,1,,,
rod serling,10,8,4,,,
rodney dangerfield,10,5,7,,,
romans,10,6,9,,,
romany malco,10,8,4,,,
romeo and juliet,10,3,10,,,
sacrilege,10,7,7,,,
sadomasochistic,10,6,8,,,
saturn award (best actor),10,6,7,,,
saturn award (best music),10,9,6,,,
saturn award (best supporting actor),10,8,4,,,
schizo-cam,10,5,5,,,
schmaltzy,10,10,6,,,
school life,10,10,1,,,
sea,10,8,10,,,
sean bean lives,10,8,3,,,
sean patrick flanery,10,3,10,,,
secret societies,10,3,10,,,
secretary,10,8,5,,,
seen on airplane,10,8,3,,,
seijun suzuki,10,8,3,,,
sergei m. eisenstein,10,7,3,,,
setting:london (uk),10,9,2,,,
sexual violence,10,7,8,,,
shaky cam,10,5,9,,,
shane black,10,3,8,,,
sharks,10,7,9,,,
shaw brothers,10,10,3,,,
shelley duvall,10,5,10,,,
shenanigans,10,4,6,,,
shootout,10,8,7,,,
siberia,10,6,9,,,
sicily,10,6,8,,,
simon wincer,10,10,1,,,
slang,10,2,10,,,
slapstick humor,10,6,8,,,
sleeper agent,10,2,9,,,
slow moving plot,10,3,10,,,
socially relevant,10,5,6,,,
soviet,10,6,9,,,
sport:soccer football,10,6,4,,,
stopped watching,10,9,4,,,
strange ending,10,5,9,,,
stripping,10,5,7,,,
strong female,10,4,10,,,
stylised,10,3,9,,,
subgenre:police detective,10,10,1,,,
subgenre:road trip,10,9,2,,,
subscription,10,10,1,,,
subterranean,10,9,3,,,
subtle humor,10,6,10,,,
summer,10,6,9,,,
super interesting,10,8,3,,,
t&a,10,10,1,,,
teamwork,10,5,7,,,
terror,10,9,7,,,
terry pratchett,10,3,6,,,
the dog,10,4,10,,,
the ending,10,7,8,,,
the up series,10,8,3,,,
thieves,10,9,6,,,
thomas vinterberg,10,3,7,,,
to see: comedy,10,10,1,,,
tony jaa,10,3,8,,,
tony leung chiu wai,10,6,8,,,
too many characters,10,4,10,,,
too much violence,10,4,10,,,
too predictable,10,4,10,,,
traitor,10,6,8,,,
tries too hard,10,7,10,,,
trilogy of the imagination,10,3,4,,,
undercover cops,10,1,10,,,
unions,10,6,8,,,
unsatisfying,10,8,7,,,
ventriloquist,10,7,8,,,
vertically challenged people,10,7,4,,,
vignettes,10,7,8,,,
vincent gallo,10,3,9,,,
violently silly,10,4,9,,,
violently stupid,10,7,7,,,
violin,10,10,5,,,
volker schlöndorff,10,10,1,,,
wales,10,6,10,,,
walter hill,10,10,1,,,
white guilt,10,3,7,,,
will forte,10,7,5,,,
william friedkin,10,9,2,,,
wooden acting,10,6,9,,,
yugoslavia,10,4,9,,,
zero gravity,10,2,10,,,
zibri studio,10,9,2,,,
zoe bell,10,4,7,,,
zombie movie,10,3,9,,,
mother-daughter relationship,9,6,8,670,6.0,0.5179583333333333
slow-paced,9,7,9,930,4.0,0.07824999999999993
1910s,9,9,5,,,
?adapted from:book,9,9,1,,,
abroad,9,9,1,,,
absolutely hilarious,9,1,9,,,
academia,9,6,7,,,
adult animation,9,3,9,,,
afi,9,9,1,,,
agent/assassin with false memories/amnesia,9,8,2,,,
al leong,9,9,1,,,
alexander korda,9,9,2,,,
algeria,9,7,8,,,
alien monster,9,1,9,,,
alienation,9,8,8,,,
alternate world,9,2,9,,,
amateur film making,9,4,8,,,
americans save the world,9,4,5,,,
amy heckerling,9,8,2,,,
ancient books,9,1,9,,,
andy lau,9,7,4,,,
andy robinson,9,9,1,,,
angelic intervention,9,6,4,,,
anger,9,8,8,,,
anime cliches,9,3,8,,,
anne rice,9,3,6,,,
annoying reporter,9,9,1,,,
anthony asquith,9,9,1,,,
anthony quinn,9,5,8,,,
anthropomorphized animals,9,6,6,,,
anti-corporation,9,4,9,,,
antoine fuqua,9,6,6,,,
apple,9,5,9,,,
atlantis,9,3,9,,,
atom egoyan,9,5,6,,,
author:john grisham,9,6,4,,,
awful movie,9,8,6,,,
awful...just awful,9,7,9,,,
ax-grinding,9,9,1,,,
babysitting,9,7,7,,,
bad casting,9,8,9,,,
bad editing,9,9,6,,,
ballroom dancing,9,4,8,,,
bands,9,9,6,,,
based on a tv show?,9,9,1,,,
based on novel,9,7,7,,,
basil dearden,9,9,1,,,
bats,9,5,7,,,
battle of the sexes,9,3,7,,,
be satisfied with your life little man,9,2,8,,,
bearable disney,9,9,1,,,
beau bridges,9,7,8,,,
bennett miller,9,4,6,,,
best friends,9,6,5,,,
bob fosse,9,4,5,,,
borg,9,1,9,,,
brad dourif,9,7,7,,,
brent spiner,9,4,5,,,
brian,9,9,1,,,
bruce beresford,9,7,3,,,
btaegekids,9,9,1,,,
bullshit,9,6,8,,,
campaign manager,9,4,6,,,
caper movie,9,4,8,,,
cars with weapons,9,4,5,,,
cartoon-reality crossover,9,2,8,,,
castration,9,7,6,,,
catherine o'hara,9,6,7,,,
catholic,9,8,9,,,
cats and dogs,9,3,9,,,
child acting,9,8,4,,,
cincinnati,9,7,4,,,
cinéma vérité,9,9,2,,,
cliched plot,9,5,9,,,
comedic horror,9,3,8,,,
confusing ending,9,7,9,,,
conscience,9,8,6,,,
constantly rotating filming,9,1,9,,,
cornetto trilogy,9,2,8,,,
country,9,7,7,,,
country life,9,3,9,,,
crossdressing,9,5,7,,,
crying,9,5,9,,,
cultural authenticity,9,2,9,,,
cultural differences,9,4,8,,,
culture shock,9,4,8,,,
cured by love/hope,9,2,8,,,
daniel brã¼hl,9,5,8,,,
david butler,9,9,1,,,
david twohy,9,6,5,,,
david zucker,9,8,2,,,
dead,9,8,6,,,
dead nazis,9,1,9,,,
debate,9,5,8,,,
dentist,9,6,7,,,
doesn't live up to its full potential,9,4,9,,,
dogma,9,4,8,,,
don't forget to see,9,6,4,,,
doug liman,9,6,5,,,
dragon ball,9,4,6,,,
dramatic irony,9,5,8,,,
dream-like,9,3,9,,,
drew goddard,9,2,8,,,
drowning,9,7,8,,,
drums,9,6,5,,,
dudley moore,9,5,6,,,
dwarves,9,5,7,,,
dystopian future,9,4,9,,,
eastern europe,9,5,8,,,
ecological,9,5,8,,,
ed helms,9,3,9,,,
edward dmytryk,9,9,1,,,
elderly,9,7,8,,,
elle fanning,9,2,8,,,
elvis presley,9,8,2,,,
empty,9,6,9,,,
energy,9,8,6,,,
erich von stroheim,9,7,4,,,
escape from prison,9,5,7,,,
escapism,9,7,7,,,
ex-cop,9,7,6,,,
expose,9,6,5,,,
exquisite plotting.,9,1,9,,,
extremely gory,9,2,9,,,
eye-opening,9,5,6,,,
f. gary gray,9,6,4,,,
fame,9,9,7,,,
family movie,9,5,9,,,
favorite scenes,9,9,1,,,
favourite,9,9,1,,,
fay wray,9,5,5,,,
felicia day,9,2,9,,,
female power,9,3,9,,,
fetish,9,4,6,,,
finance,9,7,6,,,
flat,9,8,5,,,
flick,9,9,1,,,
flight,9,4,8,,,
francis veber,9,7,3,,,
french movie,9,5,8,,,
funny dialogues,9,4,8,,,
gang brawls,9,2,9,,,
gay marriage,9,6,8,,,
gender,9,7,6,,,
generation gap,9,7,7,,,
george lazenby,9,2,7,,,
george marshall,9,9,1,,,
george miller,9,9,1,,,
george sidney,9,9,1,,,
girls,9,8,4,,,
gnosticism,9,5,6,,,
golden harvest,9,8,3,,,
good comedy,9,5,7,,,
good remake,9,4,9,,,
gossip,9,7,6,,,
grainy,9,5,8,,,
grandmother,9,9,2,,,
great anime,9,4,6,,,
green,9,4,8,,,
guardian,9,8,4,,,
gunfights,9,6,8,,,
h.c. potter,9,9,1,,,
hailee steinfeld,9,1,9,,,
happiness,9,7,9,,,
hard science fiction,9,1,9,,,
harper lee,9,3,8,,,
hebrew,9,8,4,,,
herbert ross,9,8,2,,,
high body count,9,7,3,,,
highschool,9,8,7,,,
hitchhiker,9,6,5,,,
hitler,9,7,7,,,
horrible finish,9,2,9,,,
houston,9,7,5,,,
human condition,9,5,6,,,
human trafficking,9,8,7,,,
human versus computer,9,3,8,,,
hungary,9,6,7,,,
illusions,9,2,9,,,
incomprehensible,9,5,6,,,
indoctrination,9,5,7,,,
indonesia,9,5,7,,,
infantil,9,6,7,,,
innocence,9,8,6,,,
innocent,9,9,3,,,
innuendo,9,7,9,,,
inspiring teacher,9,3,9,,,
invention,9,6,6,,,
irritating,9,9,6,,,
jaime pressly,9,2,8,,,
james l. brooks,9,5,4,,,
james marsh,9,6,4,,,
james wan,9,5,6,,,
james woods,9,7,8,,,
jason,9,5,3,,,
jason biggs,9,5,9,,,
jay chou,9,5,8,,,
jesus freaks,9,6,5,,,
jihad,9,7,4,,,
joan crawford,9,7,5,,,
john f. kennedy,9,3,6,,,
john hawkes,9,4,8,,,
john schlesinger,9,9,1,,,
joseph losey,9,8,2,,,
julie taymor,9,3,7,,,
katana,9,4,9,,,
kathleen turner,9,6,8,,,
katottava,9,9,1,,,
king kong,9,7,4,,,
lacks logic,9,2,9,,,
lee van cleef,9,3,7,,,
leelee sobieski,9,7,8,,,
legal,9,6,9,,,
legislation,9,9,1,,,
lena headey,9,4,7,,,
leos carax,9,4,5,,,
library system,9,9,1,,,
living with disability,9,5,6,,,
liza minnelli,9,3,8,,,
lon chaney,9,5,5,,,
louis theroux,9,2,9,,,
love this movie,9,8,4,,,
loyalty vs. betrayal,9,7,4,,,
macbeth,9,2,9,,,
maori,9,3,9,,,
marcel pagnol,9,9,1,,,
mary stuart masterson,9,6,7,,,
matthew macfadyen,9,5,8,,,
mature,9,8,4,,,
mature kids,9,6,4,,,
media politics,9,4,8,,,
medical,9,6,9,,,
meh,9,8,9,,,
men being taught how to woo,9,6,4,,,
mena suvari,9,5,8,,,
mice,9,5,9,,,
michael anderson,9,8,2,,,
