tag,application_count,movie_count,user_count
bully,8,5,7
cameo:bruce willis,8,5,4
candice bergen,8,5,7
cannabis,8,5,7
chainsaw,8,5,6
chris weitz,8,5,4
cleavage,8,5,6
cool design,8,5,4
coverup,8,5,8
democracy,8,5,6
environmentalism,8,5,8
filmed in bc,8,5,4
gang,8,5,8
good message,8,5,7
great characters,8,5,7
historical inaccuracy,8,5,5
hobbits,8,5,7
inappropriate music,8,5,8
isabel coixet,8,5,6
jay chandrasekhar,8,5,5
jeremy piven,8,5,6
jim abrahams,8,5,4
jim carey,8,5,7
john dahl,8,5,3
john krasinski,8,5,4
larry charles,8,5,4
lens flares,8,5,7
life story,8,5,8
losing virginity,8,5,6
male gaze,8,5,7
marine corps,8,5,7
maureen o'hara,8,5,4
melanie griffith,8,5,8
michael winslow,8,5,4
military court,8,5,5
oscar (best costume design),8,5,6
porn,8,5,8
pro america,8,5,4
racial stereotype,8,5,7
rebels,8,5,8
republicans,8,5,6
rob lowe,8,5,8
ruth gordon,8,5,3
salvation,8,5,3
saturated,8,5,4
sci-fi. dark,8,5,8
series:pooh,8,5,4
shyamalan,8,5,4
singularity,8,5,6
small business,8,5,5
social climbing,8,5,4
social drama,8,5,7
sperm donor,8,5,7
street children,8,5,6
super boring,8,5,4
superb acting,8,5,7
tia carrere,8,5,7
tony shalhoub,8,5,7
too long!,8,5,8
topher grace,8,5,7
training montage,8,5,7
trees,8,5,7
ufos,8,5,6
very long,8,5,8
victorian,8,5,8
vivien leigh,8,5,4
weak screenplay,8,5,8
woody allen classic,8,5,6
worth watching,8,5,7
ziyi zhang,8,5,5
06 oscar nominated best movie - animation,8,4,4
alex cox,8,4,4
amateur,8,4,7
antichristian,8,4,6
art school,8,4,7
author:jules verne,8,4,4
author:leo tolstoy,8,4,5
avant garde,8,4,8
bleak atmosphere,8,4,8
blunt existentialism,8,4,5
bodyguard,8,4,8
chase scenes,8,4,8
children cartoon,8,4,7
chinese culture,8,4,8
clever dialogue,8,4,8
cool concept,8,4,6
courtney love,8,4,7
covert operation,8,4,6
deborah kerr,8,4,5
debt collection,8,4,7
disturbing and moving,8,4,8
ego,8,4,8
freddy krueger,8,4,6
friendship transcending death,8,4,7
gigolo,8,4,8
good direction,8,4,7
gross out,8,4,6
harvard,8,4,6
homosexual,8,4,8
human relationship,8,4,7
immortals,8,4,5
irvine welsh,8,4,5
jack davenport,8,4,4
jean cocteau,8,4,4
jedi,8,4,6
jenny agutter,8,4,7
julio medem,8,4,2
ki-duk kim,8,4,6
lack of character depth,8,4,8
liberal,8,4,7
lukas moodysson,8,4,5
lust for power,8,4,5
makes no sense,8,4,8
mean-spirited,8,4,8
metafilm,8,4,7
mindless,8,4,7
mise en abyme,8,4,6
music:rock and roll (1960s),8,4,4
nancy meyers,8,4,5
nightmare vacations,8,4,5
not original,8,4,7
olivia williams,8,4,8
oscar isaac,8,4,8
pro-life,8,4,7
rain forest,8,4,8
reluctant hero,8,4,7
richard jenkins,8,4,6
robert deniro,8,4,6
robert heinlein,8,4,5
romantic and sweet,8,4,8
satire:hollywood insiders,8,4,6
scottish,8,4,8
shannyn sossamon,8,4,7
simon west,8,4,4
sustainability,8,4,7
toilet humor,8,4,8
treachery,8,4,8
vegas,8,4,8
well constructed,8,4,7
whiney protagonist,8,4,6
women's friendship,8,4,4
adam curtis,8,3,6
agnosticism,8,3,7
area 51,8,3,7
artist mind,8,3,7
brett easton ellis,8,3,5
broken english,8,3,7
buddhist,8,3,8
child's perspective,8,3,7
confidence game,8,3,7
convicts,8,3,7
cute girls,8,3,7
drama and commedy,8,3,8
drug trafficking,8,3,7
dude comedy,8,3,7
e. m. forster,8,3,6
edith wharton,8,3,5
edward d. wood jr.,8,3,6
el salvador,8,3,5
eli wallach,8,3,8
feudal japan,8,3,8
frustrating to watch,8,3,7
gonzo,8,3,7
great screenplay,8,3,7
heroic bloodshed,8,3,6
interesting premise,8,3,7
israeli/palestinian conflict,8,3,8
jaden smith,8,3,8
jane lynch,8,3,8
john le carre,8,3,5
judge reinhold,8,3,8
lacks substance,8,3,7
lacks tension,8,3,7
linda hamilton,8,3,6
luis bunuel,8,3,5
luke skywalker,8,3,5
man vs nature,8,3,7
megalomania,8,3,7
mischa barton,8,3,7
no action,8,3,8
not very funny,8,3,8
oscar (best art direction),8,3,5
pilot,8,3,8
plain storyline,8,3,6
procedural,8,3,6
prodigy,8,3,8
puzzle solving,8,3,5
quarantine,8,3,8
red curtain trilogy,8,3,5
rednecks,8,3,7
remote location,8,3,7
romance of the three kingdoms,8,3,5
sad. again with the dying animated animals,8,3,6
set:mechanical gearworks,8,3,5
sexy female scientist,8,3,5
somalia,8,3,7
thomas mccarthy,8,3,6
timur bekmambetov,8,3,7
topic:aids/hiv,8,3,6
truck,8,3,8
viola davis,8,3,8
weak dialogue,8,3,8
1984,8,2,8
action right from the start to the very end,8,2,8
all the best parts are in the trailer,8,2,8
ambient music,8,2,8
animated masterpiece,8,2,8
animation style,8,2,7
dana carvey,8,2,8
dream within a dream,8,2,7
hit girl,8,2,8
implausible plot elements,8,2,7
insulting to women,8,2,8
jack white,8,2,8
meta referential,8,2,7
mr. t,8,2,8
no desire to see this,8,2,8
no payoff,8,2,7
old fx quality,8,2,8
old men,8,2,8
phil collins,8,2,6
remake of a swedish film,8,2,7
rinko kikuchi,8,2,7
roller derby,8,2,7
rooney mara,8,2,8
scientologist,8,2,8
snake plissken,8,2,8
theme music,8,2,7
tobacco,8,2,7
unfinished storyline,8,2,8
watergate,8,2,7
weak writing,8,2,7
william gibson,8,2,6
adolescent gays,8,1,8
andy kaufman,8,1,8
boobies guns and blood!,8,1,8
childish naivity,8,1,8
clay animation,8,1,8
depth of emotion,8,1,8
incredible 3d,8,1,8
jason momoa,8,1,8
jesse ventura,8,1,8
laidback,8,1,8
marty feldman,8,1,8
no blood,8,1,8
not luc besson,8,1,8
over-the-top action.,8,1,8
power of music,8,1,8
protagonist is a computer programmer,8,1,8
rare books,8,1,8
special police forces,8,1,8
spiritual warfare,8,1,8
thierry guetta,8,1,8
typography,8,1,8
unrealistic therapist,8,1,8
03/15,7,7,1
06/09,7,7,1
07/09,7,7,1
adapted from:b'way,7,7,1
air force,7,7,2
akihiko hirata,7,7,1
alberto lattuada,7,7,1
andalusia,7,7,1
animal:horse,7,7,1
arthur rankin jr.,7,7,1
bathtub,7,7,2
bertrand tavernier,7,7,2
book is so much better,7,7,4
booze,7,7,1
boss,7,7,2
bryan forbes,7,7,1
bud abbott,7,7,1
calligraphy,7,7,1
cellphone scene,7,7,4
childbirth,7,7,4
cinematographer:dariusz wolski,7,7,1
claude lelouch,7,7,1
claude miller,7,7,1
colors,7,7,6
criminals,7,7,5
crocodile,7,7,5
debra messing,7,7,4
delightful,7,7,2
ex-imdb top 250,7,7,1
fantastic,7,7,6
filmifriikki,7,7,1
foolish,7,7,3
francesco rosi,7,7,1
gamera,7,7,1
gender-bending,7,7,3
gorilla,7,7,5
guy hamilton,7,7,1
hair,7,7,4
harry lachman,7,7,1
hdtv,7,7,1
hiroshi inagaki,7,7,1
ian mcewan,7,7,1
impersonation,7,7,6
internet archive,7,7,1
j. lee thompson,7,7,1
jack palance,7,7,5
john pilger,7,7,1
jon turteltaub,7,7,1
jules bass,7,7,1
kazuo mori,7,7,1
koreyoshi kurahara,7,7,1
kuenstlerroman,7,7,1
lightning,7,7,4
literary,7,7,5
longing,7,7,3
lou costello,7,7,1
lovers reunited,7,7,1
marcel carné,7,7,1
mark sandrich,7,7,1
mark twain,7,7,1
matti kassila,7,7,1
mockbuster,7,7,1
montage,7,7,6
morals,7,7,5
norman mclaren,7,7,1
norman taurog,7,7,1
nuri bilge ceylan,7,7,1
obejrzane,7,7,1
oscar (best effects - sound effects editing),7,7,2
out from prison,7,7,1
partially black and white,7,7,2
peter berg,7,7,2
pg-13:violence,7,7,1
phil karlson,7,7,1
poison,7,7,4
prank,7,7,7
prophecy,7,7,6
protagonist is medical doctor,7,7,1
puberty,7,7,4
r:sexuality,7,7,1
racial stereotypes,7,7,4
ralph richardson,7,7,3
refreshing,7,7,6
regret,7,7,6
related:dr. jekyll and mr. hyde,7,7,1
religion:xian,7,7,1
rented,7,7,1
robert stevenson,7,7,1
sequel fever,7,7,4
sergio corbucci,7,7,1
servants and employers,7,7,2
setting:chicago,7,7,3
shintaro katsu,7,7,1
shôhei imamura,7,7,1
sidney franklin,7,7,1
stageplay,7,7,1
stupid characters,7,7,7
subculture,7,7,5
subgenre:police procedural,7,7,1
tale:jekyll&hyde,7,7,1
to see: cult classic,7,7,1
to see: horror/comedy,7,7,1
toronto film festival winner,7,7,1
tv movie,7,7,6
ultra panavision 70,7,7,1
useless,7,7,4
vomit,7,7,6
war crimes,7,7,6
why we fight series,7,7,1
william a. seiter,7,7,1
wotan wilke mã¶hring,7,7,1
zim,7,7,1
álex de la iglesia,7,7,1
adapted from:short story,7,6,2
ai,7,6,5
alexandre desplat,7,6,2
alien abduction,7,6,6
amber heard,7,6,5
arabic,7,6,6
author:ian fleming,7,6,2
bahman ghobadi,7,6,2
betty thomas,7,6,2
breaks the fourth wall,7,6,4
camera,7,6,7
cheesy ending,7,6,7
classism,7,6,4
coffin,7,6,2
communists,7,6,4
conjoined twins,7,6,3
connie nielsen,7,6,7
conrad veidt,7,6,2
corey yuen,7,6,2
creepy kid,7,6,7
cultural classic,7,6,3
decapitation,7,6,7
deformity,7,6,4
delbert mann,7,6,2
diamonds,7,6,4
dutch,7,6,5
dying,7,6,4
edgar award (best foreign film),7,6,2
eighties,7,6,6
escape to reality,7,6,2
esp,7,6,4
evil spirits,7,6,5
fabulous,7,6,4
face,7,6,3
female lead,7,6,6
fight,7,6,6
fishing,7,6,4
flashback overload,7,6,2
foggy,7,6,3
freddie highmore,7,6,6
gadget car,7,6,3
gary fleder,7,6,2
government research,7,6,4
great action,7,6,6
hairdresser,7,6,3
hiroshi teshigahara,7,6,2
housekeeper,7,6,5
i own this,7,6,2
illegitimate child,7,6,3
it thought it was funny but it wasn't,7,6,2
jan troell,7,6,3
jazz club,7,6,2
jessica tandy,7,6,5
jim sheridan,7,6,2
john boorman,7,6,2
john farrow,7,6,2
john madden,7,6,2
knives,7,6,4
late-career surprise,7,6,2
light-hearted,7,6,6
logic complexity,7,6,2
long movie,7,6,5
mamoru oshii,7,6,3
mary steenburgen,7,6,5
michael caton-jones,7,6,2
mid-life crisis,7,6,6
mind,7,6,7
multiple short stories in one,7,6,4
narcolepsy,7,6,5
nebraska,7,6,5
overly sentimental,7,6,6
partially photographed in imax,7,6,2
peter stormare,7,6,7
physical comedy,7,6,6
pretentious garbage about good things,7,6,7
psychological drama,7,6,7
rape scene,7,6,7
rehabilitation,7,6,6
relationship,7,6,7
richard basehart,7,6,2
roger michell,7,6,2
rolf de heer,7,6,3
ron clements,7,6,2
russell mulcahy,7,6,2
sammo hung kam-bo,7,6,3
sardonic,7,6,5
sinbad,7,6,4
south korea,7,6,5
sport:basketball,7,6,2
stealing,7,6,4
stockard channing,7,6,6
tag,7,6,4
talent,7,6,6
te kijken,7,6,2
teaching,7,6,4
ted danson,7,6,4
terrible adaptation,7,6,4
terrific cast,7,6,3
toronto,7,6,5
undressing,7,6,2
volkswagen,7,6,4
widower,7,6,5
witty dialogue,7,6,7
witty!,7,6,5
worse than the book,7,6,6
1800s,7,5,7
80s music,7,5,5
adapted from book,7,5,7
aftermath of war,7,5,4
alex pettyfer,7,5,5
ancient rome,7,5,5
angela lansbury,7,5,5
appalachia,7,5,7
atlanta,7,5,7
atmospherically beautiful,7,5,7
barry pepper,7,5,6
better than the remake,7,5,6
bikers,7,5,7
bob clark,7,5,3
bridget fonda,7,5,7
cameo,7,5,5
campbell scott,7,5,5
cards,7,5,5
career,7,5,6
cavemen,7,5,7
cheesy (good),7,5,6
climbing,7,5,5
clive barker,7,5,5
con,7,5,5
creepy good,7,5,6
crusaders,7,5,6
daryl hannah,7,5,7
david koepp,7,5,4
death wish,7,5,6
dehumanization,7,5,6
demon,7,5,6
dianne wiest,7,5,4
drag,7,5,7
edward g. robinson,7,5,6
emotions,7,5,7
false identity,7,5,3
farm,7,5,5
fredric march,7,5,4
fucked up,7,5,5
gay kiss,7,5,3
good cast,7,5,5
great score,7,5,7
great villain,7,5,6
guard,7,5,3
helsinki,7,5,6
hollywoodization,7,5,6
honesty,7,5,7
horrible ending,7,5,6
inconsistencies,7,5,5
intersecting lives,7,5,4
jacqueline bisset,7,5,7
jingoistic,7,5,6
joe pantoliano,7,5,7
john hannah,7,5,5
joseph mccarthy,7,5,4
kitchen,7,5,5
larry wachkowski,7,5,4
louis leterrier,7,5,3
lovers on the lam,7,5,3
magic/illusion/mysticism,7,5,4
maine,7,5,5
michael biehn,7,5,6
mind bending,7,5,7
miners,7,5,6
muslim,7,5,7
not horror,7,5,6
olympia dukakis,7,5,3
one last heist,7,5,4
overdone,7,5,4
patriotism,7,5,7
peter falk,7,5,6
peter hyams,7,5,2
pleasant,7,5,4
prep school,7,5,4
primitive peoples,7,5,5
psychic character,7,5,5
ransom,7,5,7
really funny,7,5,5
seamless impersonation of a historical figure,7,5,3
secret gov't agency works with and hides aliens,7,5,2
self-important,7,5,6
series:james bond,7,5,3
setting:in computer,7,5,3
shawn levy,7,5,2
sheep,7,5,4
sheriffs and outlaws,7,5,4
sickening,7,5,7
snoop dogg,7,5,7
snuff,7,5,7
sports competition,7,5,4
sure thing,7,5,7
tacky,7,5,5
tea,7,5,4
teenage,7,5,4
tolkein,7,5,4
tom berenger,7,5,6
tom mcgrath,7,5,3
too much,7,5,6
traveling,7,5,6
twins/inter-related lives,7,5,3
undercover,7,5,7
underdeveloped characters,7,5,5
very moving,7,5,7
vietnam war veteran,7,5,5
well written,7,5,7
wierd,7,5,7
zoltan korda,7,5,3
albert dupontel,7,4,3
andrew adamson,7,4,3
animal,7,4,7
anti-intellectualism,7,4,4
asian culture,7,4,7
author:robert ludlum,7,4,2
avant-garde romantic comedy,7,4,4
bad message,7,4,7
best comedy,7,4,4
best of the series so far,7,4,7
bland characters,7,4,6
blender,7,4,3
bogart & bacall,7,4,4
catherine hardwicke,7,4,4
child prodigy,7,4,6
clash of cultures,7,4,6
comic movie,7,4,4
con artist,7,4,7
corey feldman,7,4,6
dany boon,7,4,3
dementia,7,4,7
dermot mulroney,7,4,6
different from book,7,4,7
dreyer,7,4,4
easily confused with another title,7,4,7
elliott gould,7,4,5
emo,7,4,6
enterprise,7,4,7
evil government,7,4,5
exchange student,7,4,5
explicit sex scene,7,4,5
expository dialogue,7,4,6
fairuza balk,7,4,7
father figure,7,4,6
film within a film,7,4,7
full frontal nudity,7,4,7
gay propaganda,7,4,5
george bush,7,4,5
glorifying violence,7,4,5
good writing,7,4,7
graham chapman,7,4,4
harmony korine,7,4,5
henry selick,7,4,3
high school violence,7,4,6
hipsters,7,4,7
hitmen,7,4,5
hostage situations,7,4,5
hot ladies,7,4,3
hulk hogan,7,4,5
jacques audiard,7,4,4
jeanne moreau,7,4,4
jerry zucker,7,4,3
ji-woon kim,7,4,4
joan allen,7,4,6
joan fontaine,7,4,6
john di maggio,7,4,5
john ritter,7,4,7
jukebox,7,4,4
kang-ho song,7,4,6
kansas,7,4,6
lacey chabert,7,4,6
lea thompson,7,4,5
legal system,7,4,7
lisa cholodenko,7,4,3
ludacris,7,4,7
lupin iii,7,4,4
lutheran,7,4,5
maggie grace,7,4,6
main character is boring,7,4,5
masked killer,7,4,3
maya deren,7,4,4
mean,7,4,7
miracles,7,4,7
misanthrope,7,4,6
motel,7,4,5
movies,7,4,4
naomie harris,7,4,7
non sequitur,7,4,4
nora tschirner,7,4,3
overly simplistic,7,4,6
parker posey,7,4,5
paul haggis,7,4,4
personality change,7,4,7
peter fonda,7,4,6
peter gabriel music,7,4,4
pink floyd,7,4,7
playwright:oscar wilde,7,4,3
pornography's influence,7,4,7
portland,7,4,6
pretty,7,4,7
prisoners of war,7,4,7
pt anderson,7,4,5
punishment,7,4,6
race relations,7,4,5
remote control,7,4,5
rene russo,7,4,7
rich people,7,4,5
rod steiger,7,4,5
samuel l.jackson,7,4,3
senseless,7,4,7
sharlto copley,7,4,7
sport,7,4,7
stephen daldry,7,4,3
sting,7,4,7
telly savalas,7,4,7
terence fisher,7,4,3
the end,7,4,7
tigers,7,4,7
tod browning,7,4,4
tomboy,7,4,6
tropical,7,4,5
unrealistic ending,7,4,7
vegetarians,7,4,7
very boring,7,4,7
videotape,7,4,6
walter salles,7,4,3
war hero,7,4,7
weather reporter as protagonist,7,4,3
weird ending,7,4,7
women disguised as men,7,4,5
workaholic,7,4,7
alexandre aja,7,3,6
amazing kung fu,7,3,7
animal rights,7,3,7
arcade,7,3,6
author:frank herbert,7,3,5
author:terry pratchett,7,3,4
based on video game,7,3,7
ben barnes,7,3,7
better than everybody thinks,7,3,7
billy west,7,3,5
boys' school,7,3,7
cgi blood,7,3,7
child actors,7,3,7
cia comedy,7,3,6
civilization,7,3,7
clarivoyance,7,3,5
critical thinking,7,3,6
delusional,7,3,7
detail,7,3,7
determination,7,3,6
dinosaur,7,3,7
dumb blonde,7,3,6
dvd:alternate endings,7,3,5
eastern philosophy,7,3,6
egyptian mythology,7,3,6
embarassing scenes,7,3,5
emily perkins,7,3,5
empty scenario,7,3,5
entrepreneurs,7,3,7
evangeline lilly,7,3,7
evil computer,7,3,7
family issues,7,3,7
frustration,7,3,7
funny when your 10. less funny when your not.,7,3,7
genitalia,7,3,5
gymnastics,7,3,6
gyrocopter,7,3,5
hoax,7,3,7
hottie,7,3,7
interracial marriage,7,3,6
irvin kershner,7,3,5
jenna fischer,7,3,7
kiera knightley,7,3,7
lizzy caplan,7,3,6
lots of blood,7,3,7
magic board game,7,3,4
marc webb,7,3,4
martin campbell,7,3,5
maths,7,3,5
matt reeves,7,3,5
mcg,7,3,5
mexican,7,3,7
michel hazanavicius,7,3,6
monarchy,7,3,7
mountain man,7,3,6
neill blomkamp,7,3,5
no tension,7,3,7
ogres,7,3,6
one-dimensional characters,7,3,7
pink,7,3,7
resilience,7,3,6
romero,7,3,6
sad but much good,7,3,7
saudi arabia,7,3,6
scheme,7,3,7
seventies,7,3,7
shocking ending,7,3,7
silent film,7,3,7
skyscraper,7,3,7
social angst,7,3,5
social conflicts,7,3,5
south park,7,3,7
taylor lautner,7,3,7
tear-jerker,7,3,7
techno,7,3,7
though provoking,7,3,6
tom felton,7,3,5
two hours of suck,7,3,5
unbelievable characters,7,3,7
visual style,7,3,7
wayne knight,7,3,5
wheelchair badass,7,3,5
yuppies,7,3,7
adapted from:video game,7,2,6
adolescent psychology,7,2,6
aging disorder,7,2,7
alexandre dumas,7,2,6
all-male cast,7,2,6
arthur c. clarke,7,2,6
betty white,7,2,7
biblical references,7,2,7
black hole,7,2,7
change the world,7,2,7
charlie hunnam,7,2,6
clip show,7,2,6
digital editing,7,2,7
emilie de ravin,7,2,7
erotic tension,7,2,7
few nice laughs,7,2,7
flat story,7,2,7
formula 1,7,2,7
fran kranz,7,2,6
gizmo,7,2,6
great actions,7,2,7
hollow,7,2,7
homoerotic,7,2,6
husband wife relationship,7,2,7
italian bittersweet romance,7,2,7
larry clark,7,2,6
mad max,7,2,7
mã©lanie laurent,7,2,7
nietzche,7,2,7
ninjas,7,2,6
not remotely scary,7,2,6
nudity (nic cage),7,2,6
nun,7,2,7
one set,7,2,7
political correctness,7,2,7
protagonist is young princess & heir,7,2,6
rashida jones,7,2,7
ray charles,7,2,7
realistic sci/fi,7,2,7
rugby,7,2,7
rupert friend,7,2,6
rza,7,2,7
science is magic,7,2,7
scouting,7,2,7
self-mocking,7,2,7
setting:asylum,7,2,6
sex addict,7,2,7
sexual identity,7,2,7
superficial plot,7,2,7
talking dog,7,2,7
technobabble,7,2,7
thor,7,2,7
too much religion,7,2,7
tracy morgan,7,2,6
tragic hero,7,2,7
u.s. army,7,2,7
ugly main character,7,2,6
unjustified twists,7,2,7
vivian leigh,7,2,6
watched it for the boobs,7,2,6
wing chun,7,2,7
12 years in the making,7,1,7
1980's cult,7,1,7
al gore,7,1,7
arnold cgi,7,1,7
awesome martial arts,7,1,7
bizarre ending,7,1,7
cyberterrorism,7,1,7
donkey kong,7,1,7
double frame rate,7,1,7
false accusation,7,1,7
fantastical imagery,7,1,7
great voice acting,7,1,7
hannibal lector,7,1,7
i laughed continuosly throughout this film,7,1,7
investor corruption,7,1,7
kyle gass,7,1,7
meticulous,7,1,7
neo nazi,7,1,7
not enough complicated,7,1,7
partricia arquette,7,1,7
phillip pullman,7,1,7
plausible,7,1,7
poorly thought out ending,7,1,7
predictable twist,7,1,7
psychology and the nature of reality,7,1,7
questioning sexuality,7,1,7
rewrite history,7,1,7
self-destruction,7,1,7
sequel bait,7,1,7
sexy redhead,7,1,7
signs,7,1,7
social network,7,1,7
songwriting,7,1,7
stapler,7,1,7
sushi,7,1,7
tommy wiseau,7,1,7
unusual editing,7,1,7
urban violence,7,1,7
video game testers,7,1,7
without romance,7,1,7
04/10,6,6,1
05/09,6,6,1
_jur,6,6,1
abe,6,6,1
accurate,6,6,4
afi 10 (courtroom drama),6,6,1
agnès varda,6,6,1
aleksandr sokurov,6,6,1
alfonso cuarón,6,6,1
allan dwan,6,6,1
annoying soundtrack,6,6,6
ari,6,6,1
available dvd,6,6,1
bad dub,6,6,5
bad technology,6,6,1
beloved character dies pointlessly,6,6,1
black & white,6,6,4
british accents,6,6,2
budd boetticher,6,6,1
burn victim,6,6,2
béla tarr,6,6,1
car crash,6,6,5
chantal akerman,6,6,1
character:freddy krueger,6,6,1
charles vidor,6,6,1
charles walters,6,6,1
claude autant-lara,6,6,1
compassion,6,6,3
condescending,6,6,5
creative block,6,6,1
czechoslovak new wave,6,6,1
cédric klapisch,6,6,1
didn't see,6,6,2
different view,6,6,1
eco-horror,6,6,1
economic depression,6,6,3
edward sedgwick,6,6,1
elem klimov,6,6,1
elizabeth perkins,6,6,3
ending lame,6,6,6
ernest b. schoedsack,6,6,1
ertem egilmez,6,6,1
estrangeinro,6,6,1
even-numbered st movie,6,6,1
expected more,6,6,4
facades,6,6,1
filmclub,6,6,1
franchise beaten to death,6,6,1
